location-long,location-lat,timestamp
34.856355,-119.1007233,1985-08-04
34.856355,-119.1007233,1985-08-04
34.856355,-119.1007233,1985-08-04
34.856355,-119.1007233,1985-08-04
34.856355,-119.1007233,1985-08-04
34.856355,-119.1007233,1985-08-04
34.856355,-119.1007233,1985-08-04
34.766717299999996,-119.23178100000001,1985-08-09
34.811660100000005,-119.14760279999999,1985-08-10
34.8528598,-119.1880939,1985-08-10
34.8588905,-119.1522217,1985-08-15
34.9121179,-119.3384743,1985-08-17
34.9960769,-119.396924,1985-08-17
34.811660100000005,-119.14760279999999,1985-08-17
34.8777458,-119.3414783,1985-08-18
34.493771200000005,-118.93612150000001,1985-08-21
34.811660100000005,-119.14760279999999,1985-08-23
34.495622600000004,-119.71477209999999,1985-08-25
34.811660100000005,-119.14760279999999,1985-08-29
34.8664261,-119.25706389999999,1985-09-02
34.8528598,-119.1880939,1985-09-10
34.827473,-119.20783999999999,1985-09-21
34.827473,-119.20783999999999,1985-09-23
34.93192620000001,-119.3990707,1985-09-27
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.9041594,-119.3766595,1986-01-11
34.842552500000004,-119.2230159,1986-01-17
34.811660100000005,-119.14760279999999,1986-04-01
34.811660100000005,-119.14760279999999,1986-04-02
34.811660100000005,-119.14760279999999,1986-06-12
34.811660100000005,-119.14760279999999,1986-06-12
34.9118833,-119.39815520000002,1986-07-21
34.811660100000005,-119.14760279999999,1986-07-23
34.811660100000005,-119.14760279999999,1986-07-31
34.93192620000001,-119.3990707,1986-08-06
34.93192620000001,-119.3990707,1986-08-16
34.9121179,-119.3384743,1986-08-16
34.827473,-119.20783999999999,1986-08-30
